"id","Seen_StarWars","Fan","Han_Solo","Luke_Skywalker","Princess.Leia","Anakin.Skywalker","Obi_Wan","Emperor_Palpatine","Darth_Vader","Lando_Calrissian","Boba.Fett","C3P0","R2D2","Jar_Jar_Binks","Padme_Amidala","Yoda","Who_shot_first","Gender","Age","Household_Income","Education"
3290992371,"No","","","","","","","","","","","","","","","","","Male",42,"$25,000 - $49,999","Bachelor degree"
3290987996,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Greedo","Male",37,"$0 - $24,999","Graduate degree"
3290984063,"Yes","No","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","","I don't understand this question","Male",52,"","Some college or Associate degree"
3290980789,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290977827,"Yes","No","Very favorably","","","","","","","","","Very favorably","Very favorably","Very favorably","","Very favorably","Greedo","Male",19,"","Some college or Associate degree"
3290976539,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290975724,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",65,"$50,000 - $99,999","High school degree"
3290973695,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Han","Female",21,"","Some college or Associate degree"
3290973177,"No","","","","","","","","","","","","","","","","","Female",42,"$25,000 - $49,999","Bachelor degree"
3290973120,"No","","","","","","","","","","","","","","","","","Female",44,"","Some college or Associate degree"
3290972257,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","Han","Male",44,"$100,000 - $149,999","Graduate degree"
3290971794,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Greedo","Female",57,"","Graduate degree"
3290971358,"Yes","Yes","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Female",35,"$50,000 - $99,999","Some college or Associate degree"
3290965482,"No","","","","","","","","","","","","","","","","","Female",20,"","Graduate degree"
3290961855,"No","","","","","","","","","","","","","","","","","Female",30,"$25,000 - $49,999","Some college or Associate degree"
3290961497,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Greedo","Male",29,"$50,000 - $99,999","Bachelor degree"
3290953060,"No","","","","","","","","","","","","","","","","","Female",72,"$50,000 - $99,999","Graduate degree"
3290949606,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290948002,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",79,"$0 - $24,999","Graduate degree"
3290947136,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Greedo","Female",49,"$25,000 - $49,999","Some college or Associate degree"
3290947011,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Han","Male",19,"$100,000 - $149,999","High school degree"
3290946211,"No","","","","","","","","","","","","","","","","","Male",37,"","Graduate degree"
3290944858,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Greedo","Male",33,"$100,000 - $149,999","Some college or Associate degree"
3290944288,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Greedo","Male",45,"","Bachelor degree"
3290941824,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Greedo","",NA,"",""
3290939696,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290934328,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Male",60,"$50,000 - $99,999","Bachelor degree"
3290929229,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","Male",39,"$50,000 - $99,999","Graduate degree"
3290927126,"No","","","","","","","","","","","","","","","","","Male",56,"","Some college or Associate degree"
3290926407,"No","","","","","","","","","","","","","","","","","Male",61,"$50,000 - $99,999","Bachelor degree"
3290922858,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","I don't understand this question","Male",66,"$50,000 - $99,999","High school degree"
3290920752,"Yes","No","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",70,"$0 - $24,999","Some college or Associate degree"
3290919823,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","Female",42,"","Graduate degree"
3290919419,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","I don't understand this question","Male",45,"","Bachelor degree"
3290917153,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","Male",36,"$150,000+","Graduate degree"
3290917131,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","","",NA,"",""
3290916554,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Han","Female",28,"","Some college or Associate degree"
3290915885,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",56,"","Some college or Associate degree"
3290912485,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290912014,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat favorably","Han","Female",49,"$50,000 - $99,999","Some college or Associate degree"
3290910069,"Yes","Yes","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",59,"","Some college or Associate degree"
3290906086,"Yes","Yes","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",55,"","Graduate degree"
3290906022,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Male",45,"$100,000 - $149,999","Some college or Associate degree"
3290903423,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Somewhat unfavorably","Very favorably","Very favorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Female",57,"$50,000 - $99,999","Graduate degree"
3290902880,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","Female",58,"$150,000+","Graduate degree"
3290901027,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","Male",60,"$0 - $24,999","Graduate degree"
3290896982,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290893301,"No","","","","","","","","","","","","","","","","","Male",65,"$150,000+","Bachelor degree"
3290889443,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Han","Female",21,"$50,000 - $99,999","Bachelor degree"
3290888715,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290888303,"Yes","Yes","Somewhat favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Han","Male",21,"","High school degree"
3290888102,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Very unfavorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","","","Very favorably","Very favorably","","","Very favorably","I don't understand this question","Female",56,"$25,000 - $49,999","Graduate degree"
3290888079,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","I don't understand this question","Female",78,"","Some college or Associate degree"
3290884427,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Greedo","Male",58,"","Bachelor degree"
3290881566,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Unfamiliar (N/A)","Very favorably","Han","Female",71,"$100,000 - $149,999","Graduate degree"
3290879019,"Yes","Yes","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","Han","Female",55,"$25,000 - $49,999","Graduate degree"
3290878766,"Yes","Yes","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",47,"$150,000+","Bachelor degree"
3290874545,"No","","","","","","","","","","","","","","","","","Male",45,"",""
3290873342,"Yes","Yes","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Male",39,"$50,000 - $99,999","Bachelor degree"
3290871307,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Male",60,"$100,000 - $149,999","Graduate degree"
3290869696,"No","","","","","","","","","","","","","","","","","Female",56,"$50,000 - $99,999","Bachelor degree"
3290863729,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Han","Female",20,"$100,000 - $149,999","Some college or Associate degree"
3290863193,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Han","Male",56,"","Bachelor degree"
3290862050,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290860908,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Greedo","Male",46,"$0 - $24,999","Graduate degree"
3290860842,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Very favorably","I don't understand this question","Male",78,"","Some college or Associate degree"
3290860558,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",32,"","Bachelor degree"
3290858689,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290858543,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","I don't understand this question","Male",51,"$150,000+","Graduate degree"
3290855818,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",60,"","High school degree"
3290854802,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Han","Male",35,"$0 - $24,999","High school degree"
3290853559,"Yes","No","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Han","Male",54,"$25,000 - $49,999","Some college or Associate degree"
3290853267,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290852271,"No","","","","","","","","","","","","","","","","","Female",27,"$0 - $24,999","Graduate degree"
3290848617,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Male",56,"$100,000 - $149,999","Bachelor degree"
3290846848,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",76,"$100,000 - $149,999","Some college or Associate degree"
3290846769,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","I don't understand this question","Female",27,"","Bachelor degree"
3290846466,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Greedo","Male",56,"$25,000 - $49,999","Bachelor degree"
3290845752,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Very favorably","Unfamiliar (N/A)","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","Han","Male",37,"$50,000 - $99,999","Bachelor degree"
3290845367,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","I don't understand this question","Male",44,"$0 - $24,999","High school degree"
3290845046,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Han","Female",69,"$25,000 - $49,999","Some college or Associate degree"
3290844577,"No","","","","","","","","","","","","","","","","","Female",18,"$50,000 - $99,999","Some college or Associate degree"
3290841815,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",40,"$50,000 - $99,999","Bachelor degree"
3290840905,"No","","","","","","","","","","","","","","","","","Female",52,"$100,000 - $149,999","Some college or Associate degree"
3290836653,"Yes","No","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Greedo","Female",27,"$50,000 - $99,999","Bachelor degree"
3290834007,"Yes","No","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","",NA,"",""
3290829888,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","I don't understand this question","Male",48,"$100,000 - $149,999","Bachelor degree"
3290828902,"No","","","","","","","","","","","","","","","","","Female",45,"","Graduate degree"
3290824340,"No","","","","","","","","","","","","","","","","","Male",56,"$150,000+","Some college or Associate degree"
3290821620,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Female",45,"$50,000 - $99,999","Graduate degree"
3290819415,"Yes","No","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Male",35,"$0 - $24,999","Some college or Associate degree"
3290815080,"No","","","","","","","","","","","","","","","","","Female",65,"$50,000 - $99,999","Bachelor degree"
3290812610,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Greedo","Female",60,"$50,000 - $99,999","Graduate degree"
3290810177,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Han","Female",41,"$50,000 - $99,999","Graduate degree"
3290810023,"Yes","No","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",22,"$0 - $24,999","Graduate degree"
3290807769,"No","","","","","","","","","","","","","","","","","Female",24,"$0 - $24,999","Some college or Associate degree"
3290806200,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","","",NA,"",""
3290805125,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","I don't understand this question","Male",52,"$150,000+","Graduate degree"
3290804128,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290804008,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",45,"","Bachelor degree"
3290799403,"Yes","No","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","I don't understand this question","Male",54,"$0 - $24,999","Some college or Associate degree"
3290798641,"No","","","","","","","","","","","","","","","","","Male",59,"$25,000 - $49,999","Some college or Associate degree"
3290798064,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",53,"$50,000 - $99,999","Graduate degree"
3290796650,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","I don't understand this question","Female",58,"","Bachelor degree"
